00JU               20251117                                                                                   
0601JUB0Y       20260101013645100000005000 0000000000003413   
0601JUB0Y       20260101013650100000005000 0000000000003413   
0601JUB0Y       20260101013655100000005000 0000000000003413   
0601JUB0Y       20260101013660100000005000 0000000000003413   
0601JUB0Y       20260101013665100000005000 0000000000003413   
0601JUB0Y       20260101013670100000005000 0000000000003414   
0601JUB0Y       20260101013675100000005000 0000000000003414   
0601JUB0Y       20260101013680100000005000 0000000000003414   
0601JUB0Y       20260101013685100000005000 0000000000003414   
0601JUB0Y       20260101013690100000005000 0000000000003414   
0601JUB0Y       20260101013695100000005000 0000000000003414   
0601JUB0Y       20260101013700100000005000 0000000000003414   
0601JUB0Y       20260101013705100000005000 0000000000003414   
0601JUB0Y       20260101013710100000005000 0000000000003414   
0601JUB0Y       20260101013715100000005000 0000000000003414   
0601JUB0Y       20260101013720100000005000 0000000000003414   
0601JUB0Y       20260101013725100000005000 0000000000003414   
0601JUB0Y       20260101013730100000005000 0000000000003414   
0601JUB0Y       20260101013735100000005000 0000000000003414   
0601JUB0Y       20260101013740100000005000 0000000000003414   
0601JUB0Y       20260101013745100000005000 0000000000003415   
0601JUB0Y       20260101013750100000005000 0000000000003415   
0601JUB0Y       20260101013755100000005000 0000000000003415   
0601JUB0Y       20260101013760100000005000 0000000000003415   
0601JUB0Y       20260101013765100000005000 0000000000003415   
0601JUB0Y       20260101013770100000005000 0000000000003415   
0601JUB0Y       20260101013775100000005000 0000000000003415   
0601JUB0Y       20260101013780100000005000 0000000000003415   
0601JUB0Y       20260101013785100000005000 0000000000003415   
0601JUB0Y       20260101013790100000005000 0000000000003415   
0601JUB0Y       20260101013795100000005000 0000000000003415   
0601JUB0Y       20260101013800100000005000 0000000000003415   
0601JUB0Y       20260101013805100000005000 0000000000003415   
0601JUB0Y       20260101013810100000005000 0000000000003415   
0601JUB0Y       20260101013815100000005000 0000000000003415   
0601JUB0Y       20260101013820100000005000 0000000000003416   
0601JUB0Y       20260101013825100000005000 0000000000003416   
0601JUB0Y       20260101013830100000005000 0000000000003416   
0601JUB0Y       20260101013835100000005000 0000000000003416   
0601JUB0Y       20260101013840100000005000 0000000000003416   
0601JUB0Y       20260101013845100000005000 0000000000003416   
0601JUB0Y       20260101013850100000005000 0000000000003416   
0601JUB0Y       20260101013855100000005000 0000000000003416   
0601JUB0Y       20260101013860100000005000 0000000000003416   
0601JUB0Y       20260101013865100000005000 0000000000003416   
0601JUB0Y       20260101013870100000005000 0000000000003416   
0601JUB0Y       20260101013875100000005000 0000000000003416   
0601JUB0Y       20260101013880100000005000 0000000000003416   
0601JUB0Y       20260101013885100000005000 0000000000003416   
0601JUB0Y       20260101013890100000005000 0000000000003416   
0601JUB0Y       20260101013895100000005000 0000000000003416   
0601JUB0Y       20260101013900100000005000 0000000000003416   
0601JUB0Y       20260101013905100000005000 0000000000003416   
0601JUB0Y       20260101013910100000005000 0000000000003416   
0601JUB0Y       20260101013915100000005000 0000000000003417   
0601JUB0Y       20260101013920100000005000 0000000000003417   
0601JUB0Y       20260101013925100000005000 0000000000003417   
0601JUB0Y       20260101013930100000005000 0000000000003417   
0601JUB0Y       20260101013935100000005000 0000000000003417   
0601JUB0Y       20260101013940100000005000 0000000000003417   
0601JUB0Y       20260101013945100000005000 0000000000003417   
0601JUB0Y       20260101013950100000005000 0000000000003417   
0601JUB0Y       20260101013955100000005000 0000000000003417   
0601JUB0Y       20260101013960100000005000 0000000000003417   
0601JUB0Y       20260101013965100000005000 0000000000003417   
0601JUB0Y       20260101013970100000005000 0000000000003417   
0601JUB0Y       20260101013975100000005000 0000000000003417   
0601JUB0Y       20260101013980100000005000 0000000000003417   
0601JUB0Y       20260101013985100000005000 0000000000003417   
0601JUB0Y       20260101013990100000005000 0000000000003417   
0601JUB0Y       20260101013995100000005000 0000000000003418   
0601JUB0Y       20260101014000100000005000 0000000000003418   
0601JUB0Y       20260101014005100000005000 0000000000003418   
0601JUB0Y       20260101014010100000005000 0000000000003418   
0601JUB0Y       20260101014015100000005000 0000000000003418   
0601JUB0Y       20260101014020100000005000 0000000000003418   
0601JUB0Y       20260101014025100000005000 0000000000003418   
0601JUB0Y       20260101014030100000005000 0000000000003418   
0601JUB0Y       20260101014035100000005000 0000000000003418   
0601JUB0Y       20260101014040100000005000 0000000000003418   
0601JUB0Y       20260101014045100000005000 0000000000003418   
0601JUB0Y       20260101014050100000005000 0000000000003418   
0601JUB0Y       20260101014055100000005000 0000000000003418   
0601JUB0Y       20260101014060100000005000 0000000000003418   
0601JUB0Y       20260101014065100000005000 0000000000003418   
0601JUB0Y       20260101014070100000005000 0000000000003418   
0601JUB0Y       20260101014075100000005000 0000000000003418   
0601JUB0Y       20260101014080100000005000 0000000000003418   
0601JUB0Y       20260101014085100000005000 0000000000003418   
0601JUB0Y       20260101014090100000005000 0000000000003419   
0601JUB0Y       20260101014095100000005000 0000000000003419   
0601JUB0Y       20260101014100100000005000 0000000000003419   
0601JUB0Y       20260101014105100000005000 0000000000003419   
0601JUB0Y       20260101014110100000005000 0000000000003419   
0601JUB0Y       20260101014115100000005000 0000000000003419   
0601JUB0Y       20260101014120100000005000 0000000000003419   
0601JUB0Y       20260101014125100000005000 0000000000003419   
0601JUB0Y       20260101014130100000005000 0000000000003419   
0601JUB0Y       20260101014135100000005000 0000000000003419   
0601JUB0Y       20260101014140100000005000 0000000000003419   
0601JUB0Y       20260101014145100000005000 0000000000003419   
0601JUB0Y       20260101014150100000005000 0000000000003419   
0601JUB0Y       20260101014155100000005000 0000000000003419   
0601JUB0Y       20260101014160100000005000 0000000000003419   
0601JUB0Y       20260101014165100000005000 0000000000003419   
0601JUB0Y       20260101014170100000005000 0000000000003419   
0601JUB0Y       20260101014175100000005000 0000000000003419   
0601JUB0Y       20260101014180100000005000 0000000000003419   
0601JUB0Y       20260101014185100000005000 0000000000003420   
0601JUB0Y       20260101014190100000005000 0000000000003420   
0601JUB0Y       20260101014195100000005000 0000000000003420   
0601JUB0Y       20260101014200100000005000 0000000000003420   
0601JUB0Y       20260101014205100000005000 0000000000003420   
0601JUB0Y       20260101014210100000005000 0000000000003420   
0601JUB0Y       20260101014215100000005000 0000000000003420   
0601JUB0Y       20260101014220100000005000 0000000000003420   
0601JUB0Y       20260101014225100000005000 0000000000003420   
0601JUB0Y       20260101014230100000005000 0000000000003420   
0601JUB0Y       20260101014235100000005000 0000000000003420   
0601JUB0Y       20260101014240100000005000 0000000000003420   
0601JUB0Y       20260101014245100000005000 0000000000003420   
0601JUB0Y       20260101014250100000005000 0000000000003420   
0601JUB0Y       20260101014255100000005000 0000000000003420   
0601JUB0Y       20260101014260100000005000 0000000000003421   
0601JUB0Y       20260101014265100000005000 0000000000003421   
0601JUB0Y       20260101014270100000005000 0000000000003421   
0601JUB0Y       20260101014275100000005000 0000000000003421   
0601JUB0Y       20260101014280100000005000 0000000000003421   
0601JUB0Y       20260101014285100000005000 0000000000003421   
0601JUB0Y       20260101014290100000005000 0000000000003421   
0601JUB0Y       20260101014295100000005000 0000000000003421   
0601JUB0Y       20260101014300100000005000 0000000000003421   
0601JUB0Y       20260101014305100000005000 0000000000003421   
0601JUB0Y       20260101014310100000005000 0000000000003421   
0601JUB0Y       20260101014315100000005000 0000000000003421   
0601JUB0Y       20260101014320100000005000 0000000000003421   
0601JUB0Y       20260101014325100000005000 0000000000003421   
0601JUB0Y       20260101014330100000005000 0000000000003421   
0601JUB0Y       20260101014335100000005000 0000000000003421   
0601JUB0Y       20260101014340100000005000 0000000000003421   
0601JUB0Y       20260101014345100000005000 0000000000003421   
0601JUB0Y       20260101014350100000005000 0000000000003421   
0601JUB0Y       20260101014355100000005000 0000000000003422   
0601JUB0Y       20260101014360100000005000 0000000000003422   
0601JUB0Y       20260101014365100000005000 0000000000003422   
0601JUB0Y       20260101014370100000005000 0000000000003422   
0601JUB0Y       20260101014375100000005000 0000000000003422   
0601JUB0Y       20260101014380100000005000 0000000000003422   
0601JUB0Y       20260101014385100000005000 0000000000003422   
0601JUB0Y       20260101014390100000005000 0000000000003422   
0601JUB0Y       20260101014395100000005000 0000000000003422   
0601JUB0Y       20260101014400100000005000 0000000000003422   
0601JUB0Y       20260101014405100000005000 0000000000003422   
0601JUB0Y       20260101014410100000005000 0000000000003422   
0601JUB0Y       20260101014415100000005000 0000000000003422   
0601JUB0Y       20260101014420100000005000 0000000000003422   
0601JUB0Y       20260101014425100000005000 0000000000003422   
0601JUB0Y       20260101014430100000005000 0000000000003422   
0601JUB0Y       20260101014435100000005000 0000000000003422   
0601JUB0Y       20260101014440100000005000 0000000000003422   
0601JUB0Y       20260101014445100000005000 0000000000003422   
0601JUB0Y       20260101014450100000005000 0000000000003423   
0601JUB0Y       20260101014455100000005000 0000000000003423   
0601JUB0Y       20260101014460100000005000 0000000000003423   
0601JUB0Y       20260101014465100000005000 0000000000003423   
0601JUB0Y       20260101014470100000005000 0000000000003423   
0601JUB0Y       20260101014475100000005000 0000000000003423   
0601JUB0Y       20260101014480100000005000 0000000000003423   
0601JUB0Y       20260101014485100000005000 0000000000003423   
0601JUB0Y       20260101014490100000005000 0000000000003423   
0601JUB0Y       20260101014495100000005000 0000000000003423   
0601JUB0Y       20260101014500100000005000 0000000000003423   
0601JUB0Y       20260101014505100000005000 0000000000003423   
0601JUB0Y       20260101014510100000005000 0000000000003423   
0601JUB0Y       20260101014515100000005000 0000000000003423   
0601JUB0Y       20260101014520100000005000 0000000000003423   
0601JUB0Y       20260101014525100000005000 0000000000003423   
0601JUB0Y       20260101014530100000005000 0000000000003423   
0601JUB0Y       20260101014535100000005000 0000000000003423   
0601JUB0Y       20260101014540100000005000 0000000000003423   
0601JUB0Y       20260101014545100000005000 0000000000003424   
0601JUB0Y       20260101014550100000005000 0000000000003424   
0601JUB0Y       20260101014555100000005000 0000000000003424   
0601JUB0Y       20260101014560100000005000 0000000000003424   
0601JUB0Y       20260101014565100000005000 0000000000003424   
0601JUB0Y       20260101014570100000005000 0000000000003424   
